GR,Vp,RES,RHOB
90.30657,1628.134,1.409353,2.04238
89.36021,1630.175,1.493684,2.043123
91.87209,1629.026,1.526549,2.049196
89.5301,1630.343,1.482715,2.058021
87.38717,1635.11,1.391269,2.079802
88.40683,1637.32,1.369885,2.080468
89.78187,1635.398,1.423932,2.085156
89.73994,1633.632,1.443655,2.073191
93.86014,1636.034,1.509916,2.072853
90.07832,1641.184,1.462673,2.073462
90.51446,1643.114,1.395489,2.082716
83.51529,1638.055,1.44154,2.088827
89.57178,1625.865,1.557784,2.090269
87.01385,1613.161,1.585212,2.083352
92.82743,1612.488,1.493836,2.061993
86.66957,1624.61,1.533899,2.057079
85.33563,1636.856,1.521256,2.061094
85.40961,1640.465,1.429399,2.083543
80.13531,1641.232,1.450205,2.063834
83.96261,1644.74,1.396142,2.013527
79.01539,1644.594,1.403713,1.980511
75.06231,1640.258,1.3491,1.982459
79.44263,1632.202,1.357666,2.019599
84.26278,1620.797,1.491962,2.039199
84.46989,1615.12,1.532584,2.053284
84.08023,1619.554,1.601725,2.042687
85.48632,1630.678,1.55356,2.054631
84.8969,1642.361,1.561543,2.057238
81.81313,1650.808,1.446354,2.064115
83.45191,1654.606,1.340287,2.072184
82.38815,1655.091,1.345077,2.092173
83.74063,1651.205,1.468906,2.099228
83.07928,1635.636,1.432646,2.093188
89.90252,1612.274,1.502003,2.075518
85.41406,1597.307,1.604459,2.055486
89.38476,1604.669,1.6044,2.034893
86.61041,1631.76,1.50691,2.016969
81.58251,1661.315,1.454526,2.015251
84.27428,1675.128,1.522092,2.023324
81.16583,1670.714,1.466803,2.03544
86.66759,1664.961,1.463411,2.050623
88.11907,1662.678,1.450771,2.055809
77.75411,1498.331,0.970095,1.782536
81.72489,1497.26,0.953231,1.775108
85.13904,1496.303,0.943983,1.749514
86.88844,1494.936,0.943975,1.709019
87.31237,1492.83,0.944963,1.733458
84.33432,1491.399,0.920009,1.715772
83.22643,1492.414,0.916951,1.715775
80.65907,1495.43,0.939817,1.667036
79.66445,1498.32,0.925374,1.666933
81.64274,1499.903,0.930458,1.666029
82.1195,1500.433,0.92277,1.660713
80.30305,1500.656,0.927313,1.657463
79.6208,1501.014,0.964535,1.660991
84.07993,1501.297,0.991749,1.669377
88.14326,1501.621,1.023703,1.683426
82.5811,1502.42,1.001999,1.684022
79.00684,1503.217,1.008383,1.668748
84.73017,1502.876,0.995234,1.654626
83.97866,1501.08,0.997926,1.644929
77.99362,1499.002,0.961488,1.639264
84.46606,1497.425,0.953956,1.630286
83.25554,1495.935,0.946948,1.624844
81.36516,1494.83,0.935193,1.632701
83.07771,1494.726,0.959618,1.641279
77.22465,1495.325,0.971468,1.653151
78.06186,1496.388,0.945002,1.660506
81.32117,1497.759,0.941386,1.664672
78.35587,1498.692,0.932646,1.660708
77.79479,1499.082,0.949893,1.651696
77.50648,1499.773,0.92565,1.637011
76.26862,1501.325,0.955406,1.632779
82.41528,1503.805,0.955139,1.63584
80.34004,1506.674,0.961214,1.647433
85.49115,1508.853,0.989273,1.661673
85.00342,1509.788,1.014834,1.668871
80.83427,1509.906,1.008923,1.67409
84.95858,1509.454,1.024088,1.669791
82.11294,1508.063,1.038875,1.662966
80.37758,1506.019,1.044445,1.653403
65.18276,1504.508,0.999202,1.657985
84.82398,1503.763,1.002707,1.662889
89.26848,1503.205,1.014594,1.663072
91.33041,1502.779,1.008589,1.641035
85.66094,1502.693,1.004681,1.632102
82.54375,1502.871,1.010581,1.642882
79.53262,1503.048,0.991949,1.659306
96.07355,1502.833,0.976174,1.664647
92.17602,1502.3,0.981862,1.654432
84.48472,1501.824,0.986618,1.643317
82.63685,1501.362,0.990009,1.635505
86.68073,1500.801,0.964299,1.633223
83.2084,1500.447,0.964987,1.635243
89.75591,1500.85,0.936445,1.640237
89.98099,1501.869,0.947383,1.644927
82.54369,1502.726,0.979246,1.643004
81.86088,1503.179,0.956934,1.649638
88.73955,1503.562,0.955284,1.658767
86.17953,1504.09,0.9536,1.680484
79.67941,1504.705,0.939948,1.684406
77.57953,1505.204,0.97499,1.68555
77.62173,1505.681,0.96186,1.667393
84.05016,1506.671,0.982619,1.683497
83.94878,1508.178,0.979123,1.703509
83.89438,1509.625,0.979549,1.740807
83.9136,1510.903,0.995964,1.75019
82.34122,1512.098,1.023984,1.760042
78.2238,1513.076,1.013517,1.767039
79.56301,1513.672,1.006323,1.776534
80.59973,1513.826,1.014482,1.78451
77.06206,1513.839,1.04043,1.78617
83.90032,1514.033,1.055544,1.785565
82.12906,1514.631,1.065749,1.789066
82.19129,1515.714,1.073918,1.802138
84.93579,1516.588,1.046155,1.810224
80.20697,1516.333,1.075302,1.803106
83.94274,1515.429,1.06985,1.796743
88.89573,1515.284,1.079858,1.792428
83.6362,1515.985,1.06999,1.791587
81.81563,1516.217,1.042336,1.788759
86.31557,1515.614,1.056536,1.792829
86.30396,1514.981,1.067055,1.799248
84.11318,1514.698,1.049829,1.79227
79.95126,1514.171,1.056991,1.781077
81.09018,1513.172,1.061935,1.765956
86.79224,1512.278,1.028139,1.756313
84.27723,1511.73,1.023682,1.749923
87.26971,1511.239,1.030695,1.751561
87.61111,1510.5,1.019128,1.75692
78.89939,1509.544,1.024157,1.752614
79.92123,1508.688,0.985325,1.735685
78.80695,1508.609,0.971247,1.722284
76.5205,1509.819,0.956096,1.716482
78.83008,1511.423,0.989806,1.719331
81.39615,1512.081,0.988255,1.724425
80.6279,1511.747,1.024309,1.727516
67.8491,1511.244,1.022079,1.739328
91.09609,1511.04,1.024433,1.75124
87.79536,1511.105,1.00032,1.760541
92.87531,1511.894,1.023569,1.763074
89.62969,1513.847,1.071474,1.766008
89.59013,1516.368,1.075053,1.775624
86.51112,1518.048,1.086563,1.782118
82.40686,1518.595,1.08358,1.79135
76.40272,1518.772,1.06619,1.804244
88.85052,1518.984,1.071046,1.814688
89.2958,1519.328,1.091471,1.823665
84.22807,1519.947,1.085498,1.80696
86.91881,1520.979,1.091535,1.799344
80.30793,1521.826,1.105618,1.785037
80.46029,1521.662,1.106098,1.777933
77.58525,1520.702,1.106682,1.776161
79.01717,1519.842,1.052599,1.778243
81.09648,1519.502,1.05632,1.775588
81.02932,1519.516,1.079751,1.770106
83.0037,1519.231,1.10712,1.758953
79.21438,1518.693,1.09817,1.771564
77.97324,1518.584,1.06468,1.778727
80.08017,1518.797,1.091881,1.788643
73.32813,1519.065,1.084833,1.780943
88.32368,1519.239,1.083802,1.781161
88.51649,1518.553,1.067052,1.77746
84.75664,1517.411,1.057446,1.77549
83.44196,1516.869,1.052155,1.773466
87.68958,1516.25,1.056415,1.778176
82.93451,1515.79,1.066339,1.78611
89.3931,1516.418,1.0438,1.780336
84.13333,1517.189,1.026542,1.765095
82.0501,1517.225,1.02322,1.75586
85.21645,1517.127,1.03607,1.75024
82.73312,1517.109,1.064723,1.759649
85.92114,1517.038,1.039873,1.768226
81.12294,1517.473,1.048784,1.791519
89.15421,1518.479,1.034256,1.796797
81.86073,1519.147,1.053327,1.800943
81.12909,1519.197,1.042145,1.793886
83.24073,1519.179,1.078602,1.791197
85.81287,1519.079,1.063982,1.777725
82.5118,1518.577,1.070789,1.765064
79.49024,1518.079,1.069715,1.772727
80.79644,1518.079,1.039662,1.78323
80.14545,1518.511,1.044901,1.79886
76.17012,1519.149,1.034696,1.788604
77.41674,1519.137,1.039276,1.791129
79.67761,1518.682,1.075951,1.779448
79.18999,1519.015,1.046696,1.769475
77.72437,1519.841,1.041291,1.759902
81.92496,1520.742,1.046527,1.769615
80.50375,1521.795,1.076324,1.779553
82.64078,1522.551,1.054423,1.787982
84.97394,1522.622,1.054225,1.797928
81.23209,1521.763,1.052824,1.812175
76.70982,1520.224,1.059354,1.81963
78.9563,1520.152,1.068778,1.807873
79.55125,1521.95,1.072372,1.802963
79.69487,1523.115,1.074478,1.800175
80.32706,1523.341,1.047211,1.79993
83.91384,1523.661,1.036947,1.79361
81.05486,1524.059,1.060718,1.788671
81.9939,1524.281,1.054788,1.783051
84.03245,1524.196,1.052076,1.79226
88.71307,1524.05,1.061825,1.793355
86.39893,1524.159,1.068202,1.793427
83.51412,1524.427,1.066391,1.778872
83.00439,1524.585,1.068018,1.769911
81.35412,1524.245,1.076869,1.771609
80.62653,1523.168,1.050317,1.777018
81.51827,1521.649,1.037585,1.787394
75.67493,1520.714,1.049671,1.790057
83.51079,1521.256,1.033865,1.793757
86.36862,1521.523,1.056729,1.798075
82.01608,1520.233,1.042135,1.807383
83.39588,1519.143,1.075172,1.805862
86.48721,1518.469,1.053871,1.794353
83.05638,1518.433,1.014945,1.793301
86.24152,1519.695,1.032584,1.799769
86.95348,1520.485,1.054808,1.805099
79.04259,1520.561,1.054143,1.80647
79.84486,1520.997,1.043676,1.814171
79.33112,1522.307,1.049198,1.81834
82.60381,1523.984,1.050322,1.818624
78.14268,1524.659,1.049168,1.81366
84.78043,1524.702,1.053245,1.816693
88.14934,1524.791,1.059776,1.808724
80.39902,1524.309,1.048934,1.793132
76.0598,1523.864,1.059104,1.785417
81.3952,1524.33,1.024734,1.794555
83.07219,1524.785,1.058962,1.804587
81.95677,1524.728,1.066577,1.800994
74.05891,1523.726,1.0779,1.796767
83.4173,1521.113,1.058278,1.804077
85.67059,1518.311,1.03773,1.804632
83.58424,1516.759,1.049551,1.791723
81.25282,1516.124,1.045621,1.768603
80.75557,1516.029,1.033827,1.767422
81.8912,1516.436,1.023272,1.767777
80.01883,1517.238,1.039002,1.777655
80.4957,1518.456,1.008975,1.780299
81.63266,1519.761,1.022254,1.785184
86.59262,1520.56,1.044297,1.780078
84.19852,1521.193,1.019465,1.792633
82.06976,1522.58,1.02874,1.820972
83.9053,1524.646,1.067186,1.849797
80.42144,1526.468,1.066237,1.853793
82.47009,1527.832,1.098773,1.855667
84.69097,1528.634,1.116085,1.84829
93.05205,1528.049,1.088001,1.834633
89.11341,1526.324,1.151159,1.827609
81.43913,1526.018,1.140208,1.833374
80.91554,1527.388,1.148561,1.852655
76.87601,1527.931,1.180463,1.848212
77.43704,1527.741,1.177348,1.857807
79.60184,1527.679,1.171221,1.873562
76.95079,1528.632,1.152012,1.885255
77.86659,1531.125,1.130628,1.8831
80.35618,1533.219,1.169186,1.862072
79.43487,1534.473,1.159417,1.861106
75.29913,1536.359,1.162687,1.866555
80.17672,1538.196,1.549686,1.873096
78.23081,1539.169,1.492152,1.891004
63.0491,1540.355,1.570949,1.904814
78.66467,1542.17,1.495934,1.911441
73.96088,1543.983,1.365878,1.892797
71.2963,1545.008,1.36017,1.903081
85.27977,1545.004,1.333801,1.923329
84.14413,1544.415,1.390157,1.91897
82.95626,1543.839,1.398622,1.899374
85.9462,1544.154,1.342405,1.885686
82.38087,1544.67,1.315351,1.891529
83.49281,1543,1.315646,1.895873
90.53131,1539.895,1.309328,1.891762
86.36864,1538.041,1.295537,1.877823
82.68369,1537.245,1.266731,1.856924
83.20118,1536.074,1.223177,1.847112
83.80763,1534.236,1.272292,1.857567
84.80528,1532.331,1.273579,1.865559
84.56984,1531.36,1.230492,1.869847
85.6371,1532.264,1.215359,1.87246
84.02494,1534.97,1.236935,1.870859
83.77881,1538.454,1.254198,1.866553
79.41576,1541.327,1.30137,1.864635
80.54385,1542.231,1.353372,1.864931
83.05318,1540.989,1.54861,1.87195
82.39102,1538.739,1.537182,1.884534
81.42358,1536.725,1.568753,1.900654
84.38924,1535.077,1.524296,1.920615
83.81262,1533.833,1.352207,1.907258
83.9922,1533.135,1.291988,1.889693
87.79731,1532.354,1.248031,1.87252
88.44629,1534.892,1.201441,1.850533
80.27817,1541.195,1.200061,1.836586
78.33801,1544.364,1.190764,1.821001
88.9316,1544.276,1.158293,1.831821
93.80764,1544.214,1.186293,1.851795
89.92775,1543.981,1.152652,1.871847
90.04771,1545.236,1.176606,1.866051
87.42745,1549.269,1.269234,1.834336
80.68958,1553.225,1.298844,1.810164
78.46564,1555.266,1.252067,1.801051
79.67064,1556.043,1.219343,1.822593
85.64851,1556.018,1.197906,1.837823
82.23827,1556.549,1.255643,1.859704
80.15295,1558.107,1.261039,1.863941
78.67241,1559.773,1.311129,1.864641
78.67172,1560.885,1.346857,1.870924
81.71156,1562.38,1.291182,1.882098
87.7952,1566.295,1.315823,1.901052
81.32974,1570.279,1.31301,1.923734
79.78973,1570.49,1.322192,1.928002
81.5819,1568.49,1.354373,1.927131
79.10222,1567.134,1.26896,1.930735
77.8202,1571.716,1.285652,1.938661
77.06784,1582.676,1.348694,1.936944
73.66639,1590.993,1.370967,1.923377
76.11614,1594.704,1.304188,1.918085
82.51183,1596.229,1.298863,1.919626
81.03104,1594.807,1.240947,1.916628
85.23685,1590.152,1.298039,1.905165
82.84,1582.711,1.31186,1.889723
79.82036,1574.849,1.262761,1.883519
80.8861,1569.62,1.309945,1.883809
79.4266,1567.369,1.399944,1.898488
77.26265,1566.165,1.38703,1.909956
60.5552,1564.215,1.364586,1.917079
63.05634,1560.815,1.340327,1.925497
78.25136,1556.944,1.303508,1.930014
75.82366,1554.507,1.283905,1.903614
85.90136,1553.45,1.302942,1.869142
87.33232,1554.188,1.254535,1.839759
84.71062,1557.602,1.27078,1.852779
87.11366,1561.162,1.314726,1.84897
90.26498,1563.245,1.342794,1.869225
87.61476,1564.302,1.400268,1.879294
87.86951,1564.126,1.442833,1.89147
85.35927,1562.84,1.463389,1.877185
82.27415,1560.844,1.36099,1.854156
80.97649,1558.565,1.388914,1.859058
85.97472,1558.027,1.304696,1.838736
86.20145,1558.563,1.333807,1.835742
84.98805,1555.41,1.329083,1.843295
83.15194,1549.951,1.313595,1.870643
81.37133,1547.023,1.267777,1.861652
89.75066,1546.32,1.325499,1.839105
84.66251,1546.597,1.237471,1.830846
82.84835,1545.062,1.172638,1.835932
84.85083,1541.99,1.256102,1.800314
79.91181,1543.479,1.316027,1.78056
83.76245,1548.938,1.370443,1.801677
85.82475,1555.107,1.355462,1.83862
81.87881,1560.409,1.451256,1.871715
85.00535,1563.071,1.647503,1.876309
75.10814,1564.609,1.58021,1.881732
80.64524,1566.547,1.633748,1.883614
76.0462,1568.818,1.640753,1.89438
82.18481,1570.812,1.549727,1.918706
78.60822,1572.15,1.49773,1.918934
84.94829,1573.948,1.592141,1.914238
80.76727,1575.365,1.524892,1.914194
80.54688,1577.653,1.56594,1.906152
83.06753,1583.411,1.588721,1.900822
80.59935,1587.986,1.63919,1.901097
79.47069,1588.845,1.875598,1.915444
78.69991,1588.978,1.714682,1.932254
79.60516,1588.182,1.847847,1.9338
79.1067,1584.807,1.88298,1.940362
79.71709,1581.632,1.769633,1.943383
81.82203,1579.98,1.903374,1.950323
88.8708,1577.01,2.292538,1.941773
79.46986,1576.416,1.981536,1.927964
84.54106,1580.315,1.887724,1.904948
84.44291,1580.199,1.820196,1.894353
85.54144,1573.65,1.859818,1.879594
82.04918,1567.575,1.763805,1.878228
84.72927,1565.942,1.670932,1.881698
82.50765,1568.18,1.663958,1.899662
84.38347,1571.343,1.654175,1.91629
86.56755,1572.827,1.551404,1.922062
80.0565,1573.684,1.580362,1.906858
80.11844,1574.435,1.671881,1.868846
82.34758,1573.054,1.900586,1.84553
82.01945,1572.796,1.839314,1.843402
81.6152,1577.226,1.86914,1.857201
80.76942,1582.539,1.780477,1.862342
85.42023,1584.96,2.007586,1.870378
82.83562,1585.028,2.048298,1.887638
83.72771,1584.641,2.150334,1.908888
81.01211,1584.106,2.180353,1.908099
82.51391,1582.566,2.10344,1.898676
88.4819,1580.719,2.217796,1.886266
84.81631,1579.638,1.952319,1.879962
90.03314,1578.641,1.975252,1.875778
81.49823,1576.611,2.176605,1.862004
87.58494,1572.724,2.286778,1.866609
83.61583,1568.531,2.255357,1.874849
79.69357,1568.082,2.200952,1.887494
84.34583,1572.131,2.523154,1.881831
81.37448,1577.334,2.099417,1.870183
85.01629,1579.985,1.947676,1.871313
79.70439,1580.258,2.075063,1.87552
85.90405,1580.36,2.111068,1.88209
84.01312,1579.699,2.208893,1.89796
82.73763,1577.706,1.969174,1.910024
77.52929,1575.922,1.88286,1.891788
82.1031,1575.902,1.894649,1.868789
82.26118,1577.605,1.938017,1.868406
86.91163,1579.747,1.843742,1.885102
84.08936,1580.788,2.041235,1.891375
88.19849,1579.756,2.084468,1.896224
84.91411,1578.79,2.071417,1.891438
82.37777,1580.764,2.098921,1.889717
89.7142,1584.177,2.141369,1.865409
86.65132,1586.087,2.099585,1.870742
89.09854,1586.049,1.77159,1.875831
82.58598,1585.036,1.64725,1.90336
80.62725,1583.971,1.826757,1.915235
81.64749,1582.82,1.757594,1.933318
83.79068,1581.69,2.05068,1.917453
83.16941,1581.391,1.796422,1.911663
89.76397,1581.552,1.71309,1.89715
84.56104,1581.461,1.648698,1.908313
88.56855,1581.179,1.570213,1.914393
85.51615,1580.698,1.4517,1.928098
85.69433,1580.149,1.450097,1.929004
82.44971,1580.048,1.331238,1.91952
86.72621,1580.251,1.218652,1.911228
77.88466,1581.177,1.217387,1.917103
79.47324,1581.773,1.449231,1.923474
80.52634,1579.95,1.549489,1.908304
86.29589,1578.41,1.484653,1.893767
89.39583,1579.156,1.369296,1.881097
84.05643,1580.151,1.402375,1.883413
90.29502,1579.903,1.424991,1.881304
89.69135,1579.019,1.272758,1.895263
92.77962,1579.842,1.282221,1.922339
85.45052,1583.383,1.385058,1.945437
86.455,1587.012,1.422686,1.932915
87.6952,1586.903,1.428107,1.907455
85.11794,1584.833,1.336661,1.897314
82.35588,1587.26,1.364872,1.927491
87.72099,1593.63,1.328938,1.95634
74.95762,1596.949,1.48306,1.960278
85.52339,1595.843,2.082208,1.951081
82.95659,1594.301,2.234899,1.937544
85.52267,1592.77,2.070592,1.938575
78.56077,1591.464,2.067128,1.922097
77.90132,1591.703,2.153058,1.919923
81.23372,1591.197,2.431958,1.914317
81.73223,1589.312,2.214653,1.917472
87.43871,1589.615,1.736928,1.922511
90.47589,1591.319,1.514006,1.935174
82.98126,1588.984,1.442824,1.95267
68.3601,1583.998,1.621539,1.951974
87.37408,1579.541,1.503987,1.940703
84.44479,1575.528,1.368888,1.924181
87.13605,1573.437,1.337543,1.923222
86.19167,1573.303,1.297078,1.942339
82.73131,1573.996,1.268641,1.967655
83.99638,1575.631,1.266081,1.949023
85.29276,1578.185,1.278121,1.931659
76.39702,1580.1,1.257394,1.9351
82.05952,1580.091,1.253622,1.950058
80.12979,1579.397,1.277321,1.942567
81.14007,1578.989,1.261178,1.913429
79.92686,1578.687,1.299459,1.920155
81.87383,1578.851,1.199734,1.929783
86.63969,1580.188,1.209945,1.926264
80.14275,1582.744,1.265254,1.918033
84.24023,1585.662,1.270752,1.922697
83.03937,1588.292,1.270215,1.929082
81.03568,1590.49,1.30019,1.927715
80.84179,1591.89,1.223425,1.922799
77.0827,1592.006,1.22514,1.929243
84.45961,1591.362,1.292623,1.936151
82.65202,1592.414,1.308912,1.924771
86.52102,1593.724,1.251959,1.932693
84.85645,1590.923,1.258464,1.940448
84.05001,1586.808,1.222687,1.955127
82.65184,1583.261,1.26975,1.94576
91.25957,1578.29,1.27004,1.918462
85.24467,1574.279,1.265651,1.929952
84.03072,1573.245,1.213526,1.924369
86.87531,1573.962,1.216758,1.942211
80.37189,1576.06,1.233497,1.944732
77.85358,1577.382,1.186544,1.965325
86.18844,1574.839,1.208342,1.959049
95.88953,1572.905,1.215386,1.92232
91.868,1574.762,1.184314,1.909697
84.24193,1576.445,1.176512,1.911072
86.08762,1577.702,1.162813,1.92445
83.64339,1580.405,1.20325,1.929881
92.03913,1584.104,1.208295,1.942254
80.51035,1587.899,1.198496,1.965184
87.73151,1590.895,1.164502,1.966301
83.70098,1592.207,1.252592,1.962584
84.99695,1589.372,1.313244,1.95846
81.78188,1583.338,1.326857,1.963641
79.9504,1582.666,1.33586,1.951732
88.99759,1588.091,1.335381,1.948134
85.81183,1588.991,1.306515,1.949017
83.00816,1585.571,1.291491,1.965653
85.94051,1585.894,1.32091,1.974969
84.30521,1589.658,1.38006,1.979803
81.8182,1593.383,1.429899,1.989792
83.85815,1594.917,1.425783,1.96374
82.60779,1593.092,1.401725,1.945074
88.43588,1588.914,1.430667,1.92084
88.16294,1583.835,1.406927,1.937227
85.27509,1579.536,1.386137,1.940572
78.84223,1577.374,1.354825,1.938794
84.97949,1577.243,1.313928,1.916043
84.17877,1577.959,1.271357,1.905667
78.49038,1578.028,1.281142,1.919829
86.55438,1577.379,1.277478,1.935869
84.6217,1577.074,1.31934,1.934719
74.64097,1577.522,1.290863,1.929327
67.49106,1578.168,1.322287,1.931326
90.03964,1577.992,1.306395,1.951635
97.55998,1576.746,1.285853,1.943811
87.7178,1575.317,1.266795,1.930646
84.62581,1575.138,1.287074,1.915692
91.71976,1576.959,1.273001,1.918722
89.33224,1579.364,1.303494,1.930172
91.01337,1579.451,1.341109,1.93379
84.29898,1578.029,1.343204,1.945952
95.31182,1577.699,1.386235,1.959489
88.10833,1577.763,1.30944,1.961697
86.97215,1578.377,1.272664,1.941046
86.84025,1580.812,1.328487,1.919653
81.28301,1585.186,1.389106,1.931079
84.86356,1591.302,1.424891,1.958592
86.10801,1595.651,1.450657,1.980805
79.01623,1595.149,1.334783,1.967306
84.3267,1592.353,1.362408,1.951097
82.86077,1589.846,1.379627,1.937291
83.18417,1588.14,1.376261,1.937492
83.58804,1587.392,1.34524,1.950436
88.18991,1586.21,1.312934,1.959872
85.60536,1584.311,1.345474,1.969092
86.83164,1584.343,1.434066,1.962236
83.46466,1587.502,1.324486,1.957214
84.82378,1590.503,1.407548,1.955009
85.41882,1590.136,1.566561,1.963531
89.62252,1587.561,1.367265,1.96773
85.57052,1584.242,1.320446,1.962071
83.38046,1580.611,1.301108,1.956223
87.05549,1578.394,1.252275,1.954779
82.97555,1579.37,1.30343,1.952887
88.51426,1581.64,1.274868,1.933198
84.52751,1582.319,1.325092,1.91897
86.12984,1582.104,1.256557,1.928723
87.05424,1581.984,1.258764,1.94245
91.4825,1582.305,1.299389,1.949475
87.2892,1583.334,1.282116,1.933185
88.37509,1584.454,1.385131,1.932974
92.53909,1585.047,1.354171,1.93054
87.73055,1585.253,1.360885,1.932946
90.80176,1585.724,1.342964,1.927344
90.19994,1586.506,1.366283,1.926067
90.55995,1586.874,1.361523,1.928251
94.80511,1587.054,1.389075,1.931325
92.70392,1587.529,1.414266,1.925372
101.6725,1588.504,1.395245,1.934967
100.552,1590.485,1.434659,1.950197
100.9605,1591.912,1.457242,1.963923
102.1418,1588.703,1.399457,1.94844
93.00692,1583.725,1.374869,1.937326
91.18841,1584.694,1.333516,1.954586
95.72199,1588.115,1.354116,1.972335
99.633,1588.156,1.344965,1.972956
97.27967,1587.226,1.334824,1.957254
95.78537,1586.575,1.316998,1.943843
92.99612,1584.379,1.341327,1.933821
93.61971,1581.536,1.435317,1.941372
96.78226,1580.431,1.487472,1.951295
94.91804,1580.662,1.553583,1.944874
92.78696,1580.638,1.519998,1.930979
93.72228,1579.859,1.526991,1.919248
94.56122,1578.539,1.448983,1.923697
95.31837,1577.796,1.422218,1.926524
91.76271,1579.486,1.392322,1.93485
96.15391,1583.468,1.362715,1.940758
90.35275,1586.94,1.294286,1.935776
92.00251,1588.552,1.278868,1.934062
92.15776,1589.469,1.303324,1.929271
96.1132,1589.581,1.301705,1.93567
93.40157,1587.17,1.251826,1.931394
96.82367,1583.969,1.283294,1.924636
92.95548,1583.77,1.254365,1.930706
90.39587,1588.582,1.234364,1.940579
92.8879,1596.469,1.261117,1.953295
94.40502,1601.169,1.271488,1.933489
86.08681,1598.015,1.315326,1.921889
93.03823,1590.855,1.358111,1.928407
93.12313,1589.328,1.437256,1.949885
92.31009,1591.852,1.484117,1.962069
98.52583,1590.333,1.47889,1.975412
98.16816,1586.339,1.390878,1.995888
99.13773,1586.822,1.467981,2.009017
103.7538,1592.744,1.484507,1.981403
101.8274,1594.315,1.439856,1.959788
97.21209,1589.277,1.411362,1.945809
96.58147,1585.141,1.47917,1.942617
100.3471,1582.604,1.412423,1.947506
99.45227,1580.564,1.33519,1.95224
92.16559,1579.764,1.323469,1.955321
94.41666,1579.244,1.358741,1.949561
88.72567,1577.294,1.34667,1.94934
92.34093,1575.28,1.32358,1.945452
98.1152,1577.404,1.374991,1.918266
94.04962,1582.327,1.201532,1.903907
93.82488,1585.537,1.399812,1.926127
89.63031,1587.813,1.450172,1.956159
90.82893,1591.888,1.295761,1.969476
89.62486,1596.358,1.272232,1.962387
92.97198,1597.261,1.281971,1.963676
95.64762,1595.137,1.337257,1.97127
96.74087,1592.747,1.374901,1.988314
95.49585,1590.873,1.386491,1.992709
88.89744,1588.016,1.34868,1.982623
88.18578,1584.828,1.331154,1.962306
97.08475,1585.12,1.263389,1.939085
95.80926,1588.427,1.280519,1.915842
98.55247,1591.959,1.295809,1.916999
92.33675,1591.152,1.320809,1.925905
93.17785,1585.144,1.392505,1.945592
95.29916,1580.991,1.345696,1.966977
94.9351,1580.693,1.325654,1.976119
94.43528,1581.903,1.361521,1.962809
96.57845,1584.184,1.385463,1.938046
95.59068,1585.802,1.452994,1.942341
94.40536,1585.226,1.51017,1.976734
91.6305,1583.697,1.559188,1.995594
90.4208,1583.401,1.515075,2.012218
89.17677,1583.371,1.447331,2.006801
82.76676,1582.049,1.511215,2.023497
91.43707,1580.693,1.51484,1.992289
88.22183,1579.604,1.455211,1.960014
93.25469,1577.429,1.380269,1.911556
88.44079,1573.763,1.446987,1.898783
86.80704,1569.18,1.234775,1.902606
87.11691,1565.191,1.232382,1.933162
75.92513,1563.664,1.276366,1.939284
91.66554,1566.291,1.211557,1.92456
95.37897,1572.437,1.212315,1.876997
89.2673,1578.243,1.213724,1.847054
91.01476,1582.246,1.256007,1.850435
88.14821,1584.879,1.319032,1.848807
90.20613,1586.274,1.309403,1.864993
95.20316,1586.087,1.321633,1.893209
96.74233,1584.098,1.347609,1.909665
95.20628,1582.566,1.322249,1.903049
98.29099,1583.923,1.347606,1.874465
94.86534,1586.633,1.30424,1.87657
90.34602,1588.345,1.314219,1.912435
92.89492,1592.574,1.268334,1.938477
88.82004,1597.244,1.233085,1.916076
91.86546,1599.139,1.37946,1.877319
91.20374,1604.171,1.35228,1.879475
89.89841,1610.009,1.381563,1.916959
92.12942,1612.79,1.41351,1.93731
84.48497,1614.195,1.223271,1.934975
86.41586,1613.645,1.377514,1.952096
88.49129,1611.19,1.280562,1.954536
86.25366,1606.536,1.295053,1.918133
89.81451,1601.424,1.380468,1.873333
91.39936,1601.087,1.400326,1.891533
89.43114,1605.016,1.321248,1.918765
99.42551,1608.218,1.319569,1.986511
92.42538,1610.91,1.404179,1.978264
96.66176,1611.934,1.390234,1.977956
89.801,1610.621,1.333272,1.947655
90.27748,1611.816,1.358046,1.949301
90.89471,1614.81,1.395752,1.945578
94.80522,1616.544,1.39408,1.946154
92.86417,1616.516,1.421733,1.937788
90.4546,1614.8,1.396299,1.950595
90.1301,1615.688,1.440607,1.95475
90.91178,1618.878,1.342105,1.971495
94.67162,1618.125,1.496914,1.979223
95.31228,1615.745,1.354871,1.979945
93.92228,1617.192,1.33053,1.994089
94.66962,1621.635,1.380578,2.016312
89.73352,1625.397,1.418467,2.045587
97.80798,1626.284,1.404387,2.026453
99.06581,1624.51,1.435401,1.969987
92.28023,1620.254,1.292007,1.926935
94.81238,1615.38,1.42634,1.910417
86.14934,1613.006,1.314503,1.934844
92.81113,1613.18,1.299304,1.942369
102.0541,1612.476,1.252441,1.957692
93.23412,1606.643,1.30718,1.968929
93.8186,1597.339,1.098055,1.971305
89.26724,1586.694,1.143091,1.943068
85.59023,1575.997,1.089905,1.922911
88.45513,1570.161,1.157261,1.939838
90.40779,1569.096,1.075372,1.938218
89.99867,1568.743,1.073842,1.937967
88.22627,1567.531,1.041572,1.926855
