GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
76.11024,2.033673,1.370353,1.371943,1.329282,1.323848,1.309655,1746.021
74.91763,2.03042,1.367957,1.370326,1.366093,1.359547,1.374204,1749.965
71.7,2.021328,1.349783,1.375739,1.320677,1.345139,1.374912,1752.251
69.3,2.020942,1.33313,1.386461,1.228343,1.256788,1.301118,1753.813
66.3,2.016567,1.295489,1.379801,1.236123,1.256667,1.284447,1750.271
64.95,2.016179,1.284958,1.364745,1.121205,1.106761,1.100106,1746.491
65.84325,2.027516,1.291883,1.372938,1.128723,1.119003,1.114759,1747.603
62.83766,2.026174,1.303532,1.354262,1.160745,1.159198,1.15664,1747.982
64.18109,2.020232,1.3152,1.355291,1.218258,1.238282,1.255976,1747.457
65.08785,2.019039,1.317383,1.354883,1.236039,1.247707,1.261054,1745.359
70.34344,2.016825,1.314202,1.346864,1.262515,1.266006,1.270292,1744.836
71.4,2.031941,1.327693,1.356428,1.267711,1.269854,1.273886,1744.832
70.94329,2.012538,1.329811,1.348875,1.260101,1.269331,1.278476,1744.832
70.86469,2.017008,1.33284,1.352304,1.246662,1.255985,1.267051,1744.928
71.01468,2.024461,1.337087,1.357849,1.235339,1.245962,1.258067,1747.986
69.06487,2.037081,1.337694,1.353787,1.237579,1.249239,1.263544,1751.054
67.71496,2.044891,1.332041,1.357811,1.22497,1.235275,1.24611,1751.15
68.91497,2.018701,1.328076,1.357507,1.229073,1.243836,1.250992,1751.15
71.38965,2.024951,1.339783,1.371573,1.239064,1.251537,1.25993,1751.15
74.31815,2.020482,1.337091,1.362282,1.241478,1.253338,1.261987,1750.19
72.21816,2.034475,1.338747,1.357513,1.237377,1.252199,1.261945,1741.131
71.99676,2.0318,1.338747,1.357513,1.237377,1.252199,1.261945,1733.985
68.84026,2.038734,1.338747,1.357513,1.237377,1.252199,1.261945,1726.91
66.88381,2.046026,1.338747,1.357513,1.237377,1.252199,1.261945,1723.375
68.08706,2.051864,1.338747,1.357513,1.237377,1.252199,1.261945,1719.124
70.62997,2.067002,1.325246,1.336589,1.279774,1.278245,1.276775,1744.092
74.53665,2.067002,1.313297,1.334265,1.271591,1.265252,1.275869,1740.285
80.4,2.067002,1.287802,1.314465,1.269028,1.268156,1.271215,1738.618
78.675,2.067002,1.26662,1.31235,1.244651,1.27078,1.274349,1739.74
79.12499,2.025887,1.251081,1.303061,1.23948,1.248122,1.251585,1743.741
74.77499,2.032257,1.237579,1.285923,1.223771,1.228587,1.237126,1748.22
76.49999,2.036726,1.26324,1.299608,1.006293,1.012357,1.013168,1754.229
75.9,2.040425,1.253668,1.296534,1.190212,1.188669,1.180053,1757.669
76.95,2.04211,1.272431,1.292341,1.265064,1.276602,1.285836,1761.076
76.95,2.039918,1.297292,1.302373,1.269234,1.289866,1.300763,1763.686
76.95,2.040475,1.324829,1.328704,1.207657,1.220873,1.222153,1764.775
72,2.040475,1.310739,1.334543,1.234778,1.252174,1.267062,1769.002
59.83234,2.0298,1.320559,1.348666,1.292213,1.296625,1.301654,1770.371
65.08459,2.035558,1.32526,1.342366,1.275472,1.286791,1.293736,1770.282
70.64025,2.03091,1.342712,1.3569,1.244033,1.25686,1.265926,1767.147
75.14636,2.024785,1.338974,1.366213,1.230041,1.244683,1.257596,1763.892
71.925,2.018119,1.322346,1.349768,1.229128,1.238909,1.25414,1758.942
70.49662,2.024903,1.341451,1.359141,1.252105,1.259616,1.270457,1747.3
67.71992,2.023911,1.33379,1.351632,1.261431,1.270715,1.282547,1742.101
73.3241,2.028517,1.340164,1.361092,1.256389,1.268771,1.276381,1742.481
73.27178,2.02541,1.342607,1.367989,1.247474,1.251833,1.259479,1748.785
70.51263,2.038182,1.3482,1.372602,1.245854,1.243694,1.250449,1755.913
72.98304,2.031584,1.345186,1.367698,1.267041,1.262921,1.275202,1757.504
73.48537,2.043493,1.342088,1.370118,1.27036,1.277252,1.283421,1757.525
78.29186,2.036568,1.339628,1.37597,1.261866,1.265613,1.272746,1759.118
75.75,2.055439,1.354616,1.382112,1.255448,1.252206,1.256169,1765.637
73.79343,2.062089,1.353858,1.370901,1.274775,1.270119,1.271234,1771.998
72.58634,2.072425,1.358766,1.375385,1.300439,1.302966,1.309868,1782.099
74.23634,2.06685,1.363377,1.379171,1.304821,1.322979,1.324712,1786.312
76.0359,2.064962,1.358554,1.372007,1.300722,1.322371,1.335631,1786.733
69.29299,2.048735,1.366089,1.37334,1.302274,1.320712,1.332057,1786.733
65.54299,2.026979,1.367743,1.368259,1.242868,1.259565,1.263529,1786.733
65.1,2.00915,1.369136,1.376952,1.265063,1.279971,1.288729,1786.733
72.6,2.027306,1.36818,1.382787,1.304113,1.309158,1.314434,1786.636
70.34389,2.044701,1.363173,1.3818,1.299059,1.294556,1.298856,1783.479
68.39389,2.04923,1.368931,1.383705,1.312257,1.312218,1.323316,1776.252
64.94389,2.03314,1.353638,1.377248,1.295735,1.307334,1.321933,1765.059
66.44351,2.029635,1.350992,1.377773,1.26801,1.283601,1.298852,1755.935
69.12934,2.036389,1.340651,1.366949,1.236603,1.251681,1.262848,1752.741
74.67934,2.034055,1.344575,1.367673,1.213469,1.228031,1.238379,1746.413
74.68583,2.003051,1.339297,1.353897,1.219686,1.226305,1.227309,1744.832
73.19328,1.986715,1.331621,1.358283,1.236509,1.241258,1.253293,1743.725
70.78608,1.97233,1.32323,1.362983,1.241554,1.248529,1.264248,1740.936
69.88609,1.986642,1.304385,1.357923,1.236255,1.256215,1.271575,1735.592
69.5928,2.01216,1.300547,1.339487,1.236064,1.266891,1.278295,1730.658
64.95,2.046676,1.292221,1.335079,1.203073,1.238701,1.249222,1732.778
66.8859,2.073742,1.294427,1.341265,1.123896,1.148679,1.147391,1737.55
67.9287,2.062889,1.311388,1.346793,1.181963,1.180258,1.177853,1743.706
69.27203,2.053088,1.330068,1.352707,1.235679,1.223154,1.214636,1755.971
66.58611,2.046066,1.330768,1.346738,1.323388,1.315296,1.325957,1760.676
67.49332,2.045491,1.33412,1.353596,1.323771,1.333817,1.35501,1761.485
69.44314,2.049347,1.337445,1.359989,1.306602,1.330838,1.34706,1765.219
73.11481,2.057443,1.340864,1.357169,1.268736,1.279954,1.276272,1771.271
74.01482,2.060301,1.343586,1.361028,1.25756,1.257927,1.251241,1776.023
79.12167,2.05179,1.345205,1.365332,1.277011,1.271862,1.285677,1776.87
77.39343,2.036945,1.331657,1.364205,1.286416,1.304241,1.324682,1775.794
75.89343,2.037729,1.335555,1.364356,1.270797,1.292331,1.311141,1768.129
67.04343,2.052308,1.325498,1.363906,1.241159,1.254011,1.263564,1763.968
66.75,2.046892,1.317454,1.364321,1.178684,1.187086,1.189618,1763.671
69.29646,2.035898,1.324029,1.35699,1.186831,1.189554,1.197541,1760.302
74.53922,2.033453,1.341997,1.362613,1.245123,1.251996,1.270603,1755.924
75.73243,2.035165,1.34625,1.362496,1.256259,1.276609,1.305731,1752.31
72.58598,2.048736,1.350965,1.364451,1.257588,1.280967,1.315677,1751.172
71.09321,2.045584,1.363321,1.371999,1.257113,1.290336,1.311968,1752.348
70.2,2.058855,1.382615,1.378189,1.254961,1.306521,1.318416,1756.798
66.9,2.059443,1.384186,1.377608,1.278585,1.337891,1.315913,1763.561
66.825,2.066607,1.403208,1.384393,1.356787,1.373463,1.348195,1770.858
68.91791,2.059349,1.400855,1.381622,1.414546,1.413078,1.364762,1773.54
73.18609,2.052615,1.393039,1.356569,1.595104,1.544804,1.49087,1773.617
74.53251,2.044388,1.392533,1.362314,1.651741,1.576819,1.522022,1772.074
71.15835,2.055177,1.379776,1.343495,1.709499,1.612844,1.548529,1766.006
70.7832,2.045918,1.369999,1.345567,1.679122,1.574115,1.518172,1757.911
68.98678,2.043699,1.355848,1.341116,1.627051,1.535774,1.484143,1751.964
71.16802,2.035244,1.337622,1.352047,1.504288,1.455687,1.422791,1748.389
69.075,2.040681,1.327284,1.335747,1.362936,1.334722,1.312979,1747.986
69.29321,2.041764,1.335677,1.340394,1.293384,1.277374,1.267546,1749.649
70.18955,2.046244,1.335695,1.350933,1.252722,1.237375,1.236953,1761.963
74.08955,2.040939,1.318236,1.356001,1.234206,1.226151,1.233908,1766.979
72.74634,2.041189,1.32499,1.351619,1.247979,1.253927,1.276687,1769.247
69.89999,2.032541,1.329635,1.358947,1.237061,1.258214,1.275844,1770.381
67.05,2.034915,1.33854,1.356864,1.231227,1.253426,1.264902,1771.528
66.3,2.031458,1.343491,1.370042,1.260587,1.26615,1.27172,1774.768
70.19273,2.02919,1.339628,1.35662,1.270289,1.275621,1.284268,1778.921
68.68639,2.02789,1.341942,1.361211,1.278574,1.288618,1.298579,1780.145
68.08639,2.032513,1.348374,1.364476,1.276652,1.288435,1.294976,1780.156
64.19366,2.030355,1.33892,1.3655,1.268835,1.278252,1.280811,1780.167
65.24632,2.027335,1.350594,1.369269,1.264618,1.270182,1.280183,1781.305
68.09632,2.019128,1.328648,1.351789,1.257517,1.259092,1.274875,1783.35
72.29633,2.02774,1.331663,1.360437,1.255683,1.264087,1.277678,1783.428
73.35,2.034691,1.333157,1.354653,1.242761,1.256723,1.268961,1782.038
73.05,2.05142,1.320245,1.361153,1.232299,1.239242,1.245623,1777.008
71.39307,2.039882,1.326258,1.364589,1.199041,1.204951,1.208723,1769.267
73.94306,2.043088,1.34447,1.362752,1.260619,1.267376,1.275064,1761.367
73.49306,2.029418,1.342566,1.354604,1.2742,1.28185,1.293718,1752.699
74.55,2.046406,1.338484,1.359001,1.28192,1.29175,1.303371,1748.755
74.39254,2.041167,1.335605,1.35683,1.276648,1.284343,1.293883,1743.931
75.59254,2.03755,1.337087,1.357339,1.276299,1.282258,1.289009,1739.896
70.9365,2.031556,1.343999,1.350757,1.273939,1.278465,1.28355,1735.876
66.89396,2.045002,1.333584,1.341269,1.259824,1.272156,1.279876,1735.557
66.44396,2.037448,1.329432,1.33708,1.241587,1.258758,1.265943,1742.092
71.25,2.042535,1.323567,1.345396,1.242634,1.26288,1.273621,1760.205
72.675,2.025548,1.329387,1.323334,1.257608,1.269285,1.284622,1763.805
71.475,2.046759,1.322831,1.325085,1.223483,1.240013,1.25186,1760.615
71.325,2.041031,1.311949,1.323128,1.233142,1.245747,1.258524,1753.872
71.24322,2.044489,1.305907,1.315123,1.254147,1.273208,1.281084,1742.646
73.33616,2.038443,1.298485,1.311581,1.257052,1.263092,1.26863,1735.678
73.48615,2.034237,1.288178,1.307269,1.174511,1.191903,1.19799,1736.552
75.59294,2.034181,1.283996,1.306431,1.177536,1.193779,1.205734,1740.99
73.2,2.041515,1.289454,1.313576,1.262833,1.261276,1.262217,1748.941
68.85,2.033364,1.296509,1.318635,1.256956,1.261436,1.272711,1757.137
66.14999,2.025105,1.300155,1.318828,1.247294,1.258415,1.268965,1764.981
69.3,2.016318,1.307649,1.32024,1.246536,1.257844,1.263783,1765.387
76.2,2.011997,1.305567,1.322491,1.222679,1.234057,1.24195,1759.966
76.87138,2.015402,1.315205,1.319584,1.227561,1.234365,1.240445,1751.796
77.17138,1.999944,1.311931,1.325612,1.239121,1.246609,1.24986,1747.95
71.77139,2.008832,1.316137,1.330529,1.240617,1.248118,1.250722,1742.428
71.39999,1.995973,1.308962,1.327134,1.23954,1.243985,1.249667,1740.039
67.72198,2.002565,1.31226,1.329097,1.239208,1.241524,1.245241,1736.187
69.21508,1.993419,1.304332,1.321419,1.240659,1.244019,1.250942,1731.945
74.91508,2.004959,1.298432,1.3158,1.237209,1.23822,1.243163,1727.924
77.9931,1.994898,1.296764,1.304216,1.199305,1.198637,1.19714,1726.243
78.29684,1.998176,1.296258,1.312988,1.195645,1.197171,1.197298,1727.924
75.14685,2.002301,1.288702,1.299628,1.226348,1.230952,1.234698,1731.55
76.94685,2.006483,1.286279,1.293684,1.203656,1.212367,1.220847,1732.208
77.84999,2.012359,1.282977,1.286112,1.196107,1.202803,1.208557,1730.397
77.77141,2.003927,1.269516,1.278579,1.200812,1.214074,1.218238,1726.652
80.01324,2.009199,1.26744,1.281946,1.195254,1.204551,1.206043,1726.533
85.71323,1.992997,1.260698,1.268564,1.171812,1.171512,1.177158,1728.852
85.03466,1.996432,1.253561,1.271199,1.166718,1.168981,1.176605,1729.235
84.89283,1.978206,1.237856,1.264706,1.183689,1.188628,1.196686,1729.235
78.73203,1.976864,1.231935,1.260069,1.167371,1.17732,1.183754,1729.631
82.48917,1.96586,1.232394,1.251745,1.136358,1.141574,1.145476,1733.091
83.23086,1.968871,1.230828,1.243044,1.127284,1.131181,1.141043,1738.092
85.41666,1.972875,1.228664,1.250689,1.122694,1.128527,1.132024,1743.682
84.40417,1.973759,1.234322,1.255381,1.135468,1.143543,1.14733,1746.859
83.88749,1.968999,1.24335,1.25189,1.141326,1.146666,1.148337,1746.869
81.9341,1.972167,1.243979,1.254965,1.137516,1.141458,1.146008,1744.526
81.2216,1.974148,1.24606,1.259935,1.159591,1.164319,1.171458,1742.081
79.72161,1.981654,1.249186,1.253747,1.181462,1.186054,1.194291,1741.69
82.49999,1.967564,1.247294,1.252734,1.15707,1.16088,1.171202,1741.69
80.09641,1.957491,1.253298,1.250889,1.144958,1.14959,1.151752,1741.69
77.77142,1.937997,1.248496,1.255884,1.136662,1.144551,1.143199,1741.69
76.34641,1.931481,1.253306,1.253115,1.146918,1.153915,1.15081,1741.695
78.225,1.922217,1.248632,1.254787,1.139336,1.143036,1.142417,1742.483
75.9,1.935667,1.24217,1.258281,1.14148,1.139502,1.153515,1746.561
72.525,1.933883,1.23188,1.255143,1.155806,1.157393,1.170354,1750.804
68.46847,1.933442,1.230828,1.265255,1.148323,1.159411,1.173837,1754.412
64.6404,1.915882,1.227939,1.267744,1.129569,1.143874,1.154007,1760.807
59.6847,1.903597,1.225792,1.268323,1.101913,1.116044,1.130208,1774.941
52.63646,1.879127,1.225713,1.268117,1.069768,1.079716,1.091142,1786.826
49.18953,1.880474,1.224533,1.277194,1.079886,1.094283,1.105302,1789.945
48.14523,1.891603,1.231676,1.278853,1.08831,1.110614,1.124943,1789.86
54,1.901417,1.259535,1.301847,1.111342,1.120255,1.12715,1785.555
60.59999,1.933452,1.266572,1.30727,1.115705,1.119035,1.123077,1777.469
64.8,1.936885,1.312127,1.334642,1.1967,1.203098,1.213827,1766.29
66.59302,1.982898,1.342306,1.347489,1.281177,1.294118,1.305342,1761.084
69.59302,1.993492,1.347835,1.359114,1.300005,1.315756,1.329739,1759.112
76.49302,2.039423,1.3674,1.396103,1.289596,1.304431,1.315195,1757.563
78.45,2.060801,1.389397,1.431694,1.29244,1.29809,1.300666,1757.525
78.3,2.073342,1.40299,1.425956,1.301286,1.308059,1.310558,1758.839
75.59277,2.085776,1.431769,1.442986,1.324219,1.333742,1.339939,1768.947
76.19276,2.085857,1.44561,1.463983,1.333523,1.349811,1.358391,1787.005
75.44276,2.091704,1.453455,1.470705,1.353879,1.361999,1.36571,1801.25
78.14999,2.086769,1.4564,1.480331,1.354739,1.364704,1.367596,1801.892
77.69999,2.086801,1.471063,1.508714,1.38044,1.386425,1.39407,1790.988
77.55,2.078217,1.485676,1.508106,1.404646,1.410035,1.416361,1775.06
74.7,2.074172,1.482485,1.515712,1.413283,1.419834,1.430172,1756.901
76.35,2.07117,1.500031,1.53185,1.415137,1.425402,1.435585,1749.284
79.35,2.079644,1.508494,1.547526,1.409951,1.42185,1.425714,1752.599
76.64999,2.085499,1.523503,1.554127,1.41553,1.415584,1.421459,1762.803
72,2.092623,1.523272,1.566407,1.419267,1.428565,1.435084,1772.796
69.75,2.053499,1.546903,1.575733,1.437059,1.450836,1.45533,1778.668
69.15,2.044021,1.565211,1.587477,1.445521,1.458694,1.467696,1782.98
74.7,2.030924,1.581203,1.596507,1.454266,1.466122,1.474862,1783.583
75,2.054242,1.582585,1.610526,1.466899,1.478702,1.482616,1791.884
79.49249,2.054928,1.59597,1.618249,1.480709,1.49444,1.494003,1810.192
80.39249,2.060359,1.612618,1.626987,1.510063,1.512595,1.499257,1823.365
81.2925,2.069169,1.622451,1.638631,1.543953,1.532307,1.516086,1833.641
78.45,2.078961,1.613944,1.63855,1.588288,1.569367,1.552624,1838.3
72.29317,2.078329,1.639299,1.650525,1.603899,1.591326,1.582387,1833.59
66.58684,2.066414,1.646026,1.66729,1.611396,1.616723,1.624062,1814.476
64.48684,2.047907,1.636189,1.680615,1.565466,1.579927,1.59041,1797.229
68.08624,2.03965,1.643074,1.679125,1.513163,1.519739,1.528811,1787.991
72.44257,2.041511,1.661736,1.711442,1.497354,1.502638,1.515651,1784.368
70.33683,2.05178,1.646383,1.671677,1.494089,1.499275,1.510257,1790.552
71.39426,2.055064,1.667672,1.679349,1.489623,1.498794,1.509172,1803.339
72.43687,2.054757,1.672579,1.694898,1.493113,1.50526,1.515756,1815.132
77.53905,2.053807,1.65834,1.68193,1.494041,1.508713,1.510289,1823.323
78.1312,2.058112,1.676574,1.68266,1.525368,1.541124,1.552674,1828.03
77.8386,2.066155,1.680744,1.687003,1.549534,1.560099,1.57637,1831.794
79.04216,2.061375,1.673757,1.690864,1.534605,1.563933,1.587778,1831.115
76.2,2.061438,1.677611,1.674025,1.51721,1.55569,1.590282,1822.694
72.74673,2.056597,1.654319,1.670942,1.486508,1.510711,1.533922,1825.635
69.29028,2.057471,1.667972,1.676872,1.47497,1.492646,1.51014,1829.542
65.99029,2.056729,1.639988,1.663182,1.459267,1.480621,1.493314,1830.508
69.44355,2.058931,1.642593,1.658715,1.448582,1.469472,1.491404,1827.248
73.19999,2.056728,1.621655,1.657519,1.43564,1.451691,1.474798,1825.003
75.74999,2.048472,1.590446,1.639938,1.43281,1.448319,1.460021,1824.62
76.05,2.035054,1.597124,1.619016,1.432795,1.443954,1.457098,1827.07
77.02499,2.028707,1.5808,1.615883,1.42772,1.436855,1.444631,1829.482
78.525,2.023744,1.567712,1.624333,1.424817,1.432991,1.440281,1831.169
79.875,2.040729,1.557777,1.601483,1.421538,1.431955,1.433128,1835.475
80.25,2.038269,1.558734,1.593702,1.422889,1.430522,1.437899,1836.72
83.1,2.069418,1.546464,1.598857,1.416464,1.424666,1.432057,1830.249
76.2,2.05301,1.539635,1.595328,1.411429,1.418802,1.425208,1825.08
77.39999,2.070143,1.538058,1.584765,1.415372,1.424442,1.428589,1822.328
74.55,2.050571,1.535336,1.578879,1.41854,1.428582,1.433804,1816.223
77.99313,2.07083,1.536526,1.577535,1.419594,1.427499,1.433549,1810.561
77.83514,2.06127,1.537665,1.577328,1.421453,1.428043,1.435171,1807.14
78.65617,2.05108,1.550128,1.578162,1.433528,1.441908,1.44728,1803.656
78.35625,2.038146,1.542248,1.578222,1.436213,1.443271,1.448521,1803.481
76.10681,2.042775,1.555689,1.576952,1.444025,1.45278,1.45744,1805.833
75.06079,2.0405,1.546107,1.579222,1.454111,1.462279,1.468087,1809.745
80.31757,2.036545,1.553163,1.583014,1.465646,1.473693,1.478021,1813.105
77.99999,2.036816,1.561128,1.579346,1.472153,1.480318,1.486312,1813.533
77.925,2.048468,1.559949,1.581108,1.474287,1.484506,1.486308,1813.1
75.825,2.050777,1.564347,1.59532,1.474671,1.483259,1.486152,1809.363
79.27499,2.045488,1.573068,1.598633,1.471226,1.478929,1.484019,1805.555
80.77499,2.059064,1.577197,1.603371,1.471827,1.477411,1.486289,1798.688
81.225,2.068682,1.576832,1.603978,1.469911,1.479179,1.490682,1789.444
77.85,2.078477,1.584597,1.601647,1.457255,1.467844,1.479157,1783.853
75.15,2.067215,1.584575,1.611875,1.447723,1.45769,1.468174,1782.221
74.85,2.060478,1.588112,1.604997,1.448751,1.45982,1.467718,1789.49
78.45,2.055026,1.582443,1.600886,1.440088,1.453263,1.461921,1797.471
81.89999,2.05693,1.580561,1.60711,1.43716,1.448323,1.457116,1805.48
79.90292,2.062449,1.572347,1.612423,1.440137,1.449452,1.457802,1809.708
77.60149,2.060689,1.576065,1.603906,1.443526,1.452116,1.459012,1809.863
74.59374,2.054548,1.568497,1.602592,1.440903,1.452673,1.460587,1803.561
72.68738,2.050848,1.571315,1.601491,1.442118,1.453701,1.462735,1800.158
75.5138,2.057602,1.558093,1.601973,1.438867,1.448766,1.457842,1802.304
78.36755,2.055943,1.565936,1.602606,1.433543,1.442223,1.459237,1805.985
80.86563,2.057655,1.567446,1.596052,1.430673,1.446363,1.462283,1811.393
80.04063,2.058279,1.564627,1.601084,1.427981,1.447643,1.461019,1822.51
76.69248,2.061801,1.569068,1.598334,1.426878,1.446827,1.453116,1826.755
74.94563,2.059718,1.58355,1.59777,1.426578,1.444688,1.446493,1825.335
70.37064,2.048659,1.57912,1.598757,1.442818,1.453781,1.455446,1821.685
70.0228,2.052645,1.586627,1.596942,1.476561,1.47513,1.484387,1819.19
68.47253,2.049291,1.58124,1.594083,1.49,1.492891,1.502533,1816.119
73.79202,2.044331,1.577778,1.586777,1.493078,1.497415,1.50134,1810.397
76.78697,2.042324,1.57338,1.584991,1.495138,1.495875,1.496994,1806.856
78.3848,2.042144,1.576966,1.587318,1.487753,1.494147,1.495987,1805.958
73.95853,2.055521,1.571553,1.588336,1.488555,1.498265,1.50547,1803.644
71.96122,2.047722,1.576356,1.588001,1.484442,1.496298,1.505037,1803.389
76.71586,2.049805,1.571776,1.585104,1.47785,1.489773,1.500352,1803.389
77.34763,2.047481,1.559743,1.593678,1.4669,1.478913,1.488589,1803.389
76.74999,2.060632,1.566728,1.575805,1.456379,1.466511,1.479709,1803.481
72.1,2.067078,1.550268,1.577857,1.442177,1.454594,1.467568,1805.577
71.99756,2.061576,1.543072,1.584746,1.427864,1.441043,1.452181,1806.747
74.64755,2.040025,1.547363,1.592074,1.423817,1.43517,1.44259,1806.759
74.34426,2.039419,1.540457,1.591879,1.420815,1.429071,1.432175,1806.793
75.742,2.04194,1.554197,1.586089,1.428555,1.432917,1.435627,1808.138
73.54199,2.056975,1.55621,1.597737,1.44174,1.444327,1.447447,1815.066
77.19529,2.059626,1.554462,1.603563,1.451729,1.453293,1.45686,1825.402
77.3,2.061664,1.552708,1.602792,1.456882,1.460683,1.468054,1827.214
79.6,2.066282,1.560774,1.610172,1.453135,1.457849,1.463522,1825.976
